"COD_CLIENTE";"CAT_EDAD";"ESTADO_CIVIL";"NIVEL_ESTUDIOS";"RANGO_INGRESOS";"CAMP_DEPOSITOS";"SEXO"
"CLI0018183775";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[600-1000>";1;"HOMBRE"
"CLI0020117566";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";1;"MUJER"
"CLI0034100671";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"<600";0;"MUJER"
"CLI0044140711";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"HOMBRE"
"CLI0043195666";"4_PLUS40";"CASADO";"UNIVERSIDAD";">=2000";1;"HOMBRE"
"CLI0042449819";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0046989544";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";1;"MUJER"
"CLI0008363963";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";1;"HOMBRE"
"CLI0021830319";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0003607660";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0042273507";"2_MINUS30";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";1;"MUJER"
"CLI0006592705";"4_PLUS40";"CASADO";"SIN_ESTUDIOS";">=2000";1;"HOMBRE"
"CLI0048388309";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";0;"HOMBRE"
"CLI0009292957";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"R_10404969884";"3_30_40";"SOLTERO";"SECUNDARIA";">=2000";1;"MUJER"
"CLI0048591647";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"<600";0;"MUJER"
"CLI0048101122";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"HOMBRE"
"CLI0029588425";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";1;"MUJER"
"CLI0016668341";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0047913055";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0043411345";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";1;"MUJER"
"CLI0044415337";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"MUJER"
"CLI0040191864";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"HOMBRE"
"CLI0070343294";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"<600";0;"HOMBRE"
"CLI0043422991";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"MUJER"
"CLI0026634129";"4_PLUS40";"SOLTERO";"SIN_ESTUDIOS";">=2000";0;"HOMBRE"
"CLI0045294978";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0016436490";"4_PLUS40";"SOLTERO";"PRIMARIA";"<600";1;"MUJER"
"CLI0044993147";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0017865204";"4_PLUS40";"CASADO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0017988904";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0029221791";"4_PLUS40";"CASADO";"UNIVERSIDAD";">=2000";1;"MUJER"
"CLI0007692722";"4_PLUS40";"SOLTERO";"SECUNDARIA";">=2000";1;"MUJER"
"CLI0043546944";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0044027351";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"MUJER"
"CLI0043707577";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";1;"HOMBRE"
"CLI0043592259";"4_PLUS40";"CASADO";"UNIVERSIDAD";">=2000";1;"MUJER"
"CLI0003623301";"4_PLUS40";"SOLTERO";"PRIMARIA";"<600";0;"HOMBRE"
"CLI0009555592";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";1;"HOMBRE"
"CLI0018167613";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";1;"MUJER"
"CLI0040606580";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0009033728";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0080283978";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";0;"HOMBRE"
"CLI0010178112";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";1;"MUJER"
"CLI0029664442";"3_30_40";"SOLTERO";"UNIVERSIDAD";">=2000";1;"HOMBRE"
"CLI0080047797";"3_30_40";"SOLTERO";"PRIMARIA";"[1000-2000>";1;"HOMBRE"
"CLI0071412526";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0046019727";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0027850507";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[600-1000>";1;"HOMBRE"
"CLI0010689710";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0010776080";"3_30_40";"CASADO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0042417662";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"HOMBRE"
"CLI0070392988";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";0;"HOMBRE"
"CLI0040886424";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0045313883";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";0;"HOMBRE"
"CLI0015987586";"4_PLUS40";"CASADO";"SECUNDARIA";">=2000";1;"MUJER"
"CLI0040245982";"3_30_40";"SOLTERO";"PRIMARIA";"[1000-2000>";1;"HOMBRE"
"CLI0003834529";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";1;"HOMBRE"
"CLI0016706167";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";1;"HOMBRE"
"CLI0016717888";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0043543656";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0004641292";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";1;"HOMBRE"
"CLI0010752307";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"HOMBRE"
"CLI0047042446";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";1;"HOMBRE"
"CLI0048568297";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";0;"HOMBRE"
"CLI0045143955";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0047574955";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0003575771";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0008208163";"4_PLUS40";"CASADO";"UNIVERSIDAD";">=2000";1;"HOMBRE"
"CLI0002417841";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";1;"HOMBRE"
"CLI0006225522";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0006011915";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"MUJER"
"CLI0074236843";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";0;"MUJER"
"CLI0003651171";"4_PLUS40";"CASADO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0003863228";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";1;"HOMBRE"
"CLI0044290186";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0030422894";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";1;"MUJER"
"CLI0019531120";"4_PLUS40";"SOLTERO";"PRIMARIA";"<600";0;"HOMBRE"
"CLI0000107042";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0044972328";"2_MINUS30";"SOLTERO";"SECUNDARIA";">=2000";1;"MUJER"
"CLI0016474785";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";1;"HOMBRE"
"CLI0046432703";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"MUJER"
"CLI0021833451";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";1;"MUJER"
"CLI0043474047";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"HOMBRE"
"CLI0018095666";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0044093415";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0071582905";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"<600";0;"HOMBRE"
"CLI0043413711";"2_MINUS30";"SOLTERO";"UNIVERSIDAD";"[600-1000>";0;"HOMBRE"
"CLI0008034997";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0040722071";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"HOMBRE"
"CLI0016529882";"4_PLUS40";"SOLTERO";"SECUNDARIA";"<600";1;"HOMBRE"
"CLI0021797865";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0017912784";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0042217500";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0045341952";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0080485626";"3_30_40";"SOLTERO";"SECUNDARIA";"<600";1;"HOMBRE"
"CLI0045671667";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";0;"HOMBRE"
"CLI0032856900";"4_PLUS40";"SOLTERO";"PRIMARIA";"<600";1;"MUJER"
"CLI0047739134";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0045682046";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0080288059";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";0;"HOMBRE"
"CLI0006900271";"4_PLUS40";"CASADO";"PRIMARIA";"[1000-2000>";1;"HOMBRE"
"CLI0009834719";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0029274127";"4_PLUS40";"CASADO";"UNIVERSIDAD";">=2000";1;"HOMBRE"
"CLI0042809819";"2_MINUS30";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";1;"HOMBRE"
"CLI0015848328";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"HOMBRE"
"CLI0043017191";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"HOMBRE"
"CLI0046106485";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0042227017";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0022299722";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0044785829";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0045929553";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";0;"MUJER"
"CLI0042695681";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0073895793";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";0;"HOMBRE"
"CLI0046257085";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0018888436";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";1;"MUJER"
"CLI0018088253";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"<600";1;"MUJER"
"CLI0048544453";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";0;"HOMBRE"
"CLI0041180372";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0072259051";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";1;"HOMBRE"
"CLI0021435115";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"<600";1;"HOMBRE"
"CLI0045063042";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0032926149";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0008120799";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0044934230";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";1;"MUJER"
"CLI0042729302";"3_30_40";"SOLTERO";"PRIMARIA";"<600";1;"MUJER"
"CLI0017111959";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"<600";0;"MUJER"
"CLI0008718190";"4_PLUS40";"CASADO";"SECUNDARIA";">=2000";1;"MUJER"
"CLI0041867243";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0045412277";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0071807206";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";0;"HOMBRE"
"CLI0043565696";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0041506005";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0042873631";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0070766724";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0003642407";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0032858308";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0016597612";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0046476813";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0009829321";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0030963807";"3_30_40";"SOLTERO";"UNIVERSIDAD";">=2000";1;"MUJER"
"CLI0009256383";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0020118930";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";0;"MUJER"
"CLI0040290750";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";1;"HOMBRE"
"CLI0002405463";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";1;"MUJER"
"CLI0009919830";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";1;"MUJER"
"CLI0008079434";"4_PLUS40";"CASADO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0048258551";"4_PLUS40";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";1;"HOMBRE"
"CLI0070853769";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";1;"HOMBRE"
"CLI0024941930";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";0;"MUJER"
"CLI0010160588";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"HOMBRE"
"CLI0046947277";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0047797681";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";1;"HOMBRE"
"CLI0045113456";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";0;"MUJER"
"CLI0010700651";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0009269409";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0025474357";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0042277999";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0045722749";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0043304040";"2_MINUS30";"CASADO";"UNIVERSIDAD";"[600-1000>";0;"HOMBRE"
"CLI0046741473";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"MUJER"
"CLI0041714950";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0041999799";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0047599267";"2_MINUS30";"SOLTERO";"PRIMARIA";"<600";0;"MUJER"
"CLI0008947673";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"HOMBRE"
"CLI0042839528";"3_30_40";"SOLTERO";"SECUNDARIA";"<600";0;"MUJER"
"CLI0040811419";"3_30_40";"CASADO";"SIN_ESTUDIOS";"[600-1000>";0;"HOMBRE"
"CLI0022087684";"4_PLUS40";"CASADO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0023991936";"4_PLUS40";"CASADO";"UNIVERSIDAD";">=2000";1;"MUJER"
"CLI0046933528";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"HOMBRE"
"CLI0025491022";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0023994480";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";1;"HOMBRE"
"CLI0030863455";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0044957064";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0040022665";"3_30_40";"SOLTERO";"SECUNDARIA";">=2000";1;"HOMBRE"
"CLI0072193943";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";1;"MUJER"
"CLI0074216951";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";0;"MUJER"
"CLI0043532935";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";0;"HOMBRE"
"CLI0010766505";"3_30_40";"CASADO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0041861032";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"HOMBRE"
"CLI0009348153";"4_PLUS40";"CASADO";"UNIVERSIDAD";">=2000";1;"MUJER"
"CLI0007082744";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";1;"HOMBRE"
"CLI0047857698";"2_MINUS30";"SOLTERO";"PRIMARIA";"<600";0;"MUJER"
"CLI0070294199";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";0;"HOMBRE"
"CLI0020063511";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0008303208";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"MUJER"
"CLI0047904209";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";0;"MUJER"
"CLI0043281020";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";1;"MUJER"
"CLI0006851614";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0008298190";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0041024575";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0003890944";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";1;"MUJER"
"CLI0041917749";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";0;"HOMBRE"
"CLI0040888655";"3_30_40";"SOLTERO";"SECUNDARIA";">=2000";1;"HOMBRE"
"CLI0045055482";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0044293149";"2_MINUS30";"SOLTERO";"SECUNDARIA";">=2000";1;"MUJER"
"CLI0009284516";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0073760876";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";1;"HOMBRE"
"CLI0009025785";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0016003102";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0048674646";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";1;"HOMBRE"
"CLI0046630786";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0071740577";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0041794217";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";1;"MUJER"
"R_10404188017";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"HOMBRE"
"CLI0009109409";"4_PLUS40";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";1;"MUJER"
"CLI0076726667";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";0;"HOMBRE"
"CLI0028289265";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";1;"HOMBRE"
"CLI0027695603";"4_PLUS40";"CASADO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0010334176";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0010661464";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0047074827";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"HOMBRE"
"CLI0019965458";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";1;"MUJER"
"CLI0045970863";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0046790664";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"MUJER"
"CLI0006698511";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";1;"HOMBRE"
"CLI0000254635";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0022490199";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[600-1000>";1;"MUJER"
"CLI0047625756";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0042298237";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";1;"MUJER"
"CLI0018062309";"4_PLUS40";"SOLTERO";"SIN_ESTUDIOS";"<600";1;"MUJER"
"CLI0001301942";"3_30_40";"SOLTERO";"SECUNDARIA";">=2000";1;"MUJER"
"CLI0042337625";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0025709145";"4_PLUS40";"CASADO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0047986119";"2_MINUS30";"SOLTERO";"PRIMARIA";"<600";0;"MUJER"
"CLI0008604627";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";1;"HOMBRE"
"CLI0007298368";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0006236855";"4_PLUS40";"CASADO";"SECUNDARIA";"[1000-2000>";1;"HOMBRE"
"CLI0016780648";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";0;"MUJER"
"CLI0041736522";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";0;"HOMBRE"
"CLI0017963081";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[600-1000>";1;"MUJER"
"CLI0009647599";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0023930081";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[1000-2000>";1;"MUJER"
"CLI0044453977";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";1;"MUJER"
"CLI0022247099";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";1;"MUJER"
"CLI0010010424";"3_30_40";"SOLTERO";"SECUNDARIA";">=2000";1;"HOMBRE"
"CLI0041716673";"3_30_40";"SOLTERO";"SECUNDARIA";">=2000";1;"HOMBRE"
"CLI0040943587";"3_30_40";"SOLTERO";"UNIVERSIDAD";">=2000";1;"MUJER"
"CLI0043576347";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0070679315";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0046953215";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";1;"MUJER"
"CLI0019826714";"4_PLUS40";"CASADO";"SECUNDARIA";"[1000-2000>";1;"HOMBRE"
"CLI0006173136";"4_PLUS40";"CASADO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0022520379";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[1000-2000>";1;"MUJER"
"DR_00009916716";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0047939265";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"<600";0;"MUJER"
"CLI0025832376";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"HOMBRE"
"CLI0010717244";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"HOMBRE"
"CLI0008217824";"4_PLUS40";"CASADO";"SECUNDARIA";">=2000";1;"HOMBRE"
"CLI0007150631";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0043714561";"2_MINUS30";"SOLTERO";"UNIVERSIDAD";">=2000";1;"HOMBRE"
"CLI0046981067";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";1;"HOMBRE"
"CLI0041587275";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0003498188";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0041270148";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";1;"MUJER"
"CLI0044104730";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0042083636";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";1;"HOMBRE"
"CLI0018202276";"4_PLUS40";"SOLTERO";"SIN_ESTUDIOS";"<600";1;"MUJER"
"CLI0018202276";"4_PLUS40";"SOLTERO";"SIN_ESTUDIOS";"<600";1;"MUJER"
"CLI0029375147";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0040453470";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0043326539";"3_30_40";"CASADO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
